-2	1	
-1	-1	
-2	-3	
-1	-4	
2	-7	
-1	-12	
-1	-15	
-3	-17	
-3	-19	
-3	-20	
-3	-22	
-2	-19	
-1	-20	
1	-18	
